Phi[deg],Theta[deg],Gain[dB]
0,0,8.1473e+00
0,1,8.1430e+00
0,2,8.1323e+00
0,3,8.1152e+00
0,4,8.0917e+00
0,5,8.0619e+00
0,6,8.0257e+00
0,7,7.9832e+00
0,8,7.9346e+00
0,9,7.8798e+00
0,10,7.8189e+00
0,11,7.7522e+00
0,12,7.6796e+00
0,13,7.6015e+00
0,14,7.5178e+00
0,15,7.4287e+00
0,16,7.3345e+00
0,17,7.2353e+00
0,18,7.1313e+00
0,19,7.0227e+00
0,20,6.9098e+00
0,21,6.7926e+00
0,22,6.6714e+00
0,23,6.5465e+00
0,24,6.4181e+00
0,25,6.2864e+00
0,26,6.1515e+00
0,27,6.0138e+00
0,28,5.8735e+00
0,29,5.7308e+00
0,30,5.5859e+00
0,31,5.4390e+00
0,32,5.2904e+00
0,33,5.1402e+00
0,34,4.9886e+00
0,35,4.8359e+00
0,36,4.6822e+00
0,37,4.5277e+00
0,38,4.3725e+00
0,39,4.2168e+00
0,40,4.0607e+00
0,41,3.9043e+00
0,42,3.7478e+00
0,43,3.5912e+00
0,44,3.4346e+00
0,45,3.2780e+00
0,46,3.1215e+00
0,47,2.9652e+00
0,48,2.8091e+00
0,49,2.6533e+00
0,50,2.4977e+00
0,51,2.3425e+00
0,52,2.1877e+00
0,53,2.0334e+00
0,54,1.8795e+00
0,55,1.7261e+00
0,56,1.5734e+00
0,57,1.4212e+00
0,58,1.2697e+00
0,59,1.1188e+00
0,60,9.6857e-01
0,61,8.1908e-01
0,62,6.7034e-01
0,63,5.2236e-01
0,64,3.7517e-01
0,65,2.2879e-01
0,66,8.3292e-02
0,67,-6.1315e-02
0,68,-2.0500e-01
0,69,-3.4769e-01
0,70,-4.8937e-01
0,71,-6.2999e-01
0,72,-7.6949e-01
0,73,-9.0783e-01
0,74,-1.0450e+00
0,75,-1.1809e+00
0,76,-1.3155e+00
0,77,-1.4488e+00
0,78,-1.5807e+00
0,79,-1.7112e+00
0,80,-1.8403e+00
0,81,-1.9680e+00
0,82,-2.0941e+00
0,83,-2.2188e+00
0,84,-2.3421e+00
0,85,-3.0293e+00
0,86,-2.9137e+00
0,87,-2.7966e+00
0,88,-2.6779e+00
0,89,-2.5576e+00
0,90,-2.4358e+00
0,91,-2.3125e+00
0,92,-2.1878e+00
0,93,-2.0617e+00
0,94,-1.9342e+00
0,95,-1.8054e+00
0,96,-1.6754e+00
0,97,-1.5442e+00
0,98,-1.4119e+00
0,99,-1.2785e+00
0,100,-1.1441e+00
0,101,-1.0088e+00
0,102,-8.7260e-01
0,103,-7.3560e-01
0,104,-5.9786e-01
0,105,-4.5944e-01
0,106,-3.2041e-01
0,107,-1.8080e-01
0,108,-4.0682e-02
0,109,9.9896e-02
0,110,2.4088e-01
0,111,3.8224e-01
0,112,5.2393e-01
0,113,6.6590e-01
0,114,8.0812e-01
0,115,9.5056e-01
0,116,1.0932e+00
0,117,1.2360e+00
0,118,1.3789e+00
0,119,1.5220e+00
0,120,1.6651e+00
0,121,1.8083e+00
0,122,1.9515e+00
0,123,2.0947e+00
0,124,2.2379e+00
0,125,2.3810e+00
0,126,2.5240e+00
0,127,2.6670e+00
0,128,2.8097e+00
0,129,2.9523e+00
0,130,3.0948e+00
0,131,3.2370e+00
0,132,3.3790e+00
0,133,3.5208e+00
0,134,3.6624e+00
0,135,3.8037e+00
0,136,3.9446e+00
0,137,4.0853e+00
0,138,4.2256e+00
0,139,4.3655e+00
0,140,4.5049e+00
0,141,4.6437e+00
0,142,4.7819e+00
0,143,4.9194e+00
0,144,5.0561e+00
0,145,5.1918e+00
0,146,5.3266e+00
0,147,5.4602e+00
0,148,5.5925e+00
0,149,5.7234e+00
0,150,5.8528e+00
0,151,5.9805e+00
0,152,6.1063e+00
0,153,6.2302e+00
0,154,6.3519e+00
0,155,6.4712e+00
0,156,6.5880e+00
0,157,6.7021e+00
0,158,6.8133e+00
0,159,6.9214e+00
0,160,7.0263e+00
0,161,7.1276e+00
0,162,7.2253e+00
0,163,7.3191e+00
0,164,7.4088e+00
0,165,7.4943e+00
0,166,7.5753e+00
0,167,7.6516e+00
0,168,7.7231e+00
0,169,7.7896e+00
0,170,7.8509e+00
0,171,7.9069e+00
0,172,7.9573e+00
0,173,8.0020e+00
0,174,8.0410e+00
0,175,8.0741e+00
0,176,8.1011e+00
0,177,8.1220e+00
0,178,8.1367e+00
0,179,8.1452e+00
1,0,8.1427e+00
1,1,8.1384e+00
1,2,8.1277e+00
1,3,8.1107e+00
1,4,8.0872e+00
1,5,8.0573e+00
1,6,8.0212e+00
1,7,7.9787e+00
1,8,7.9300e+00
1,9,7.8752e+00
1,10,7.8144e+00
1,11,7.7477e+00
1,12,7.6752e+00
1,13,7.5970e+00
1,14,7.5133e+00
1,15,7.4243e+00
1,16,7.3301e+00
1,17,7.2309e+00
1,18,7.1270e+00
1,19,7.0184e+00
1,20,6.9055e+00
1,21,6.7883e+00
1,22,6.6672e+00
1,23,6.5423e+00
1,24,6.4139e+00
1,25,6.2822e+00
1,26,6.1474e+00
1,27,6.0097e+00
1,28,5.8695e+00
1,29,5.7268e+00
1,30,5.5819e+00
1,31,5.4350e+00
1,32,5.2864e+00
1,33,5.1363e+00
1,34,4.9848e+00
1,35,4.8321e+00
1,36,4.6784e+00
1,37,4.5239e+00
1,38,4.3688e+00
1,39,4.2131e+00
1,40,4.0571e+00
1,41,3.9007e+00
1,42,3.7443e+00
1,43,3.5877e+00
1,44,3.4311e+00
1,45,3.2746e+00
1,46,3.1182e+00
1,47,2.9619e+00
1,48,2.8058e+00
1,49,2.6500e+00
1,50,2.4945e+00
1,51,2.3394e+00
1,52,2.1846e+00
1,53,2.0303e+00
1,54,1.8764e+00
1,55,1.7231e+00
1,56,1.5704e+00
1,57,1.4183e+00
1,58,1.2668e+00
1,59,1.1159e+00
1,60,9.6575e-01
1,61,8.1629e-01
1,62,6.6758e-01
1,63,5.1964e-01
1,64,3.7247e-01
1,65,2.2613e-01
1,66,8.0657e-02
1,67,-6.3923e-02
1,68,-2.0758e-01
1,69,-3.5025e-01
1,70,-4.9190e-01
1,71,-6.3250e-01
1,72,-7.7198e-01
1,73,-9.1030e-01
1,74,-1.0474e+00
1,75,-1.1833e+00
1,76,-1.3179e+00
1,77,-1.4512e+00
1,78,-1.5831e+00
1,79,-1.7136e+00
1,80,-1.8427e+00
1,81,-1.9703e+00
1,82,-2.0965e+00
1,83,-2.2211e+00
1,84,-2.3443e+00
1,85,-3.0315e+00
1,86,-2.9159e+00
1,87,-2.7988e+00
1,88,-2.6801e+00
1,89,-2.5598e+00
1,90,-2.4381e+00
1,91,-2.3148e+00
1,92,-2.1901e+00
1,93,-2.0640e+00
1,94,-1.9365e+00
1,95,-1.8078e+00
1,96,-1.6778e+00
1,97,-1.5466e+00
1,98,-1.4143e+00
1,99,-1.2809e+00
1,100,-1.1465e+00
1,101,-1.0112e+00
1,102,-8.7507e-01
1,103,-7.3809e-01
1,104,-6.0038e-01
1,105,-4.6198e-01
1,106,-3.2297e-01
1,107,-1.8339e-01
1,108,-4.3294e-02
1,109,9.7258e-02
1,110,2.3821e-01
1,111,3.7955e-01
1,112,5.2121e-01
1,113,6.6314e-01
1,114,8.0533e-01
1,115,9.4775e-01
1,116,1.0903e+00
1,117,1.2331e+00
1,118,1.3760e+00
1,119,1.5190e+00
1,120,1.6621e+00
1,121,1.8053e+00
1,122,1.9484e+00
1,123,2.0916e+00
1,124,2.2348e+00
1,125,2.3778e+00
1,126,2.5208e+00
1,127,2.6637e+00
1,128,2.8064e+00
1,129,2.9490e+00
1,130,3.0914e+00
1,131,3.2336e+00
1,132,3.3756e+00
1,133,3.5173e+00
1,134,3.6588e+00
1,135,3.8001e+00
1,136,3.9410e+00
1,137,4.0817e+00
1,138,4.2219e+00
1,139,4.3618e+00
1,140,4.5011e+00
1,141,4.6399e+00
1,142,4.7781e+00
1,143,4.9155e+00
1,144,5.0522e+00
1,145,5.1879e+00
1,146,5.3226e+00
1,147,5.4562e+00
1,148,5.5885e+00
1,149,5.7194e+00
1,150,5.8487e+00
1,151,5.9764e+00
1,152,6.1022e+00
1,153,6.2261e+00
1,154,6.3477e+00
1,155,6.4670e+00
1,156,6.5838e+00
1,157,6.6979e+00
1,158,6.8090e+00
1,159,6.9171e+00
1,160,7.0219e+00
1,161,7.1233e+00
1,162,7.2209e+00
1,163,7.3147e+00
1,164,7.4044e+00
1,165,7.4899e+00
1,166,7.5708e+00
1,167,7.6472e+00
1,168,7.7186e+00
1,169,7.7851e+00
1,170,7.8464e+00
1,171,7.9023e+00
1,172,7.9528e+00
1,173,7.9975e+00
1,174,8.0365e+00
1,175,8.0695e+00
1,176,8.0966e+00
1,177,8.1175e+00
1,178,8.1322e+00
1,179,8.1406e+00
2,0,8.1293e+00
2,1,8.1250e+00
2,2,8.1143e+00
2,3,8.0973e+00
2,4,8.0738e+00
2,5,8.0440e+00
2,6,8.0078e+00
2,7,7.9654e+00
2,8,7.9168e+00
2,9,7.8620e+00
2,10,7.8012e+00
2,11,7.7345e+00
2,12,7.6620e+00
2,13,7.5839e+00
2,14,7.5003e+00
2,15,7.4113e+00
2,16,7.3172e+00
2,17,7.2181e+00
2,18,7.1142e+00
2,19,7.0057e+00
2,20,6.8928e+00
2,21,6.7757e+00
2,22,6.6547e+00
2,23,6.5299e+00
2,24,6.4016e+00
2,25,6.2700e+00
2,26,6.1353e+00
2,27,5.9977e+00
2,28,5.8575e+00
2,29,5.7149e+00
2,30,5.5701e+00
2,31,5.4234e+00
2,32,5.2749e+00
2,33,5.1248e+00
2,34,4.9734e+00
2,35,4.8208e+00
2,36,4.6673e+00
2,37,4.5129e+00
2,38,4.3579e+00
2,39,4.2023e+00
2,40,4.0464e+00
2,41,3.8902e+00
2,42,3.7338e+00
2,43,3.5774e+00
2,44,3.4209e+00
2,45,3.2645e+00
2,46,3.1082e+00
2,47,2.9521e+00
2,48,2.7961e+00
2,49,2.6405e+00
2,50,2.4851e+00
2,51,2.3300e+00
2,52,2.1754e+00
2,53,2.0212e+00
2,54,1.8675e+00
2,55,1.7143e+00
2,56,1.5617e+00
2,57,1.4097e+00
2,58,1.2583e+00
2,59,1.1075e+00
2,60,9.5747e-01
2,61,8.0811e-01
2,62,6.5950e-01
2,63,5.1164e-01
2,64,3.6457e-01
2,65,2.1831e-01
2,66,7.2923e-02
2,67,-7.1578e-02
2,68,-2.1516e-01
2,69,-3.5776e-01
2,70,-4.9934e-01
2,71,-6.3986e-01
2,72,-7.7928e-01
2,73,-9.1754e-01
2,74,-1.0546e+00
2,75,-1.1904e+00
2,76,-1.3250e+00
2,77,-1.4582e+00
2,78,-1.5900e+00
2,79,-1.7205e+00
2,80,-1.8495e+00
2,81,-1.9771e+00
2,82,-2.1032e+00
2,83,-2.2279e+00
2,84,-2.3510e+00
2,85,-3.0379e+00
2,86,-2.9224e+00
2,87,-2.8053e+00
2,88,-2.6867e+00
2,89,-2.5664e+00
2,90,-2.4447e+00
2,91,-2.3215e+00
2,92,-2.1968e+00
2,93,-2.0708e+00
2,94,-1.9433e+00
2,95,-1.8146e+00
2,96,-1.6847e+00
2,97,-1.5536e+00
2,98,-1.4213e+00
2,99,-1.2880e+00
2,100,-1.1537e+00
2,101,-1.0184e+00
2,102,-8.8233e-01
2,103,-7.4541e-01
2,104,-6.0776e-01
2,105,-4.6943e-01
2,106,-3.3049e-01
2,107,-1.9098e-01
2,108,-5.0961e-02
2,109,8.9514e-02
2,110,2.3039e-01
2,111,3.7164e-01
2,112,5.1321e-01
2,113,6.5506e-01
2,114,7.9716e-01
2,115,9.3948e-01
2,116,1.0820e+00
2,117,1.2247e+00
2,118,1.3674e+00
2,119,1.5104e+00
2,120,1.6533e+00
2,121,1.7964e+00
2,122,1.9394e+00
2,123,2.0825e+00
2,124,2.2255e+00
2,125,2.3685e+00
2,126,2.5114e+00
2,127,2.6541e+00
2,128,2.7967e+00
2,129,2.9392e+00
2,130,3.0815e+00
2,131,3.2235e+00
2,132,3.3654e+00
2,133,3.5071e+00
2,134,3.6485e+00
2,135,3.7896e+00
2,136,3.9305e+00
2,137,4.0710e+00
2,138,4.2111e+00
2,139,4.3509e+00
2,140,4.4901e+00
2,141,4.6288e+00
2,142,4.7669e+00
2,143,4.9042e+00
2,144,5.0408e+00
2,145,5.1764e+00
2,146,5.3110e+00
2,147,5.4445e+00
2,148,5.5767e+00
2,149,5.7075e+00
2,150,5.8368e+00
2,151,5.9644e+00
2,152,6.0901e+00
2,153,6.2139e+00
2,154,6.3354e+00
2,155,6.4547e+00
2,156,6.5714e+00
2,157,6.6854e+00
2,158,6.7965e+00
2,159,6.9045e+00
2,160,7.0092e+00
2,161,7.1105e+00
2,162,7.2081e+00
2,163,7.3018e+00
2,164,7.3915e+00
2,165,7.4768e+00
2,166,7.5578e+00
2,167,7.6341e+00
2,168,7.7055e+00
2,169,7.7719e+00
2,170,7.8332e+00
2,171,7.8891e+00
2,172,7.9395e+00
2,173,7.9842e+00
2,174,8.0231e+00
2,175,8.0562e+00
2,176,8.0832e+00
2,177,8.1041e+00
2,178,8.1188e+00
2,179,8.1272e+00
3,0,8.1070e+00
3,1,8.1028e+00
3,2,8.0921e+00
3,3,8.0751e+00
3,4,8.0516e+00
3,5,8.0218e+00
3,6,7.9857e+00
3,7,7.9433e+00
3,8,7.8947e+00
3,9,7.8400e+00
3,10,7.7793e+00
3,11,7.7127e+00
3,12,7.6403e+00
3,13,7.5623e+00
3,14,7.4787e+00
3,15,7.3899e+00
3,16,7.2958e+00
3,17,7.1968e+00
3,18,7.0930e+00
3,19,6.9847e+00
3,20,6.8719e+00
3,21,6.7549e+00
3,22,6.6340e+00
3,23,6.5094e+00
3,24,6.3812e+00
3,25,6.2497e+00
3,26,6.1151e+00
3,27,5.9777e+00
3,28,5.8377e+00
3,29,5.6953e+00
3,30,5.5506e+00
3,31,5.4041e+00
3,32,5.2557e+00
3,33,5.1059e+00
3,34,4.9546e+00
3,35,4.8022e+00
3,36,4.6488e+00
3,37,4.4947e+00
3,38,4.3398e+00
3,39,4.1845e+00
3,40,4.0287e+00
3,41,3.8727e+00
3,42,3.7166e+00
3,43,3.5603e+00
3,44,3.4040e+00
3,45,3.2478e+00
3,46,3.0918e+00
3,47,2.9358e+00
3,48,2.7801e+00
3,49,2.6246e+00
3,50,2.4695e+00
3,51,2.3146e+00
3,52,2.1602e+00
3,53,2.0062e+00
3,54,1.8527e+00
3,55,1.6997e+00
3,56,1.5473e+00
3,57,1.3954e+00
3,58,1.2442e+00
3,59,1.0936e+00
3,60,9.4376e-01
3,61,7.9457e-01
3,62,6.4611e-01
3,63,4.9841e-01
3,64,3.5148e-01
3,65,2.0537e-01
3,66,6.0113e-02
3,67,-8.4257e-02
3,68,-2.2771e-01
3,69,-3.7019e-01
3,70,-5.1165e-01
3,71,-6.5207e-01
3,72,-7.9138e-01
3,73,-9.2953e-01
3,74,-1.0665e+00
3,75,-1.2022e+00
3,76,-1.3367e+00
3,77,-1.4698e+00
3,78,-1.6016e+00
3,79,-1.7319e+00
3,80,-1.8609e+00
3,81,-1.9884e+00
3,82,-2.1144e+00
3,83,-2.2390e+00
3,84,-2.3621e+00
3,85,-3.0486e+00
3,86,-2.9332e+00
3,87,-2.8161e+00
3,88,-2.6975e+00
3,89,-2.5774e+00
3,90,-2.4557e+00
3,91,-2.3326e+00
3,92,-2.2080e+00
3,93,-2.0820e+00
3,94,-1.9547e+00
3,95,-1.8260e+00
3,96,-1.6962e+00
3,97,-1.5651e+00
3,98,-1.4329e+00
3,99,-1.2997e+00
3,100,-1.1655e+00
3,101,-1.0304e+00
3,102,-8.9435e-01
3,103,-7.5753e-01
3,104,-6.1999e-01
3,105,-4.8177e-01
3,106,-3.4295e-01
3,107,-2.0355e-01
3,108,-6.3658e-02
3,109,7.6689e-02
3,110,2.1743e-01
3,111,3.5855e-01
3,112,4.9998e-01
3,113,6.4168e-01
3,114,7.8362e-01
3,115,9.2579e-01
3,116,1.0681e+00
3,117,1.2106e+00
3,118,1.3532e+00
3,119,1.4960e+00
3,120,1.6388e+00
3,121,1.7817e+00
3,122,1.9245e+00
3,123,2.0674e+00
3,124,2.2102e+00
3,125,2.3530e+00
3,126,2.4957e+00
3,127,2.6383e+00
3,128,2.7807e+00
3,129,2.9229e+00
3,130,3.0650e+00
3,131,3.2069e+00
3,132,3.3486e+00
3,133,3.4901e+00
3,134,3.6313e+00
3,135,3.7723e+00
3,136,3.9129e+00
3,137,4.0533e+00
3,138,4.1933e+00
3,139,4.3328e+00
3,140,4.4719e+00
3,141,4.6104e+00
3,142,4.7483e+00
3,143,4.8855e+00
3,144,5.0219e+00
3,145,5.1574e+00
3,146,5.2918e+00
3,147,5.4252e+00
3,148,5.5572e+00
3,149,5.6879e+00
3,150,5.8170e+00
3,151,5.9445e+00
3,152,6.0700e+00
3,153,6.1937e+00
3,154,6.3151e+00
3,155,6.4342e+00
3,156,6.5508e+00
3,157,6.6646e+00
3,158,6.7756e+00
3,159,6.8835e+00
3,160,6.9882e+00
3,161,7.0893e+00
3,162,7.1868e+00
3,163,7.2804e+00
3,164,7.3700e+00
3,165,7.4553e+00
3,166,7.5361e+00
3,167,7.6123e+00
3,168,7.6837e+00
3,169,7.7501e+00
3,170,7.8112e+00
3,171,7.8671e+00
3,172,7.9174e+00
3,173,7.9621e+00
3,174,8.0010e+00
3,175,8.0340e+00
3,176,8.0610e+00
3,177,8.0819e+00
3,178,8.0965e+00
3,179,8.1050e+00
4,0,8.0760e+00
4,1,8.0718e+00
4,2,8.0611e+00
4,3,8.0441e+00
4,4,8.0207e+00
4,5,7.9910e+00
4,6,7.9549e+00
4,7,7.9126e+00
4,8,7.8641e+00
4,9,7.8094e+00
4,10,7.7488e+00
4,11,7.6823e+00
4,12,7.6100e+00
4,13,7.5321e+00
4,14,7.4486e+00
4,15,7.3599e+00
4,16,7.2660e+00
4,17,7.1672e+00
4,18,7.0635e+00
4,19,6.9553e+00
4,20,6.8427e+00
4,21,6.7259e+00
4,22,6.6052e+00
4,23,6.4807e+00
4,24,6.3527e+00
4,25,6.2215e+00
4,26,6.0871e+00
4,27,5.9499e+00
4,28,5.8101e+00
4,29,5.6679e+00
4,30,5.5235e+00
4,31,5.3771e+00
4,32,5.2290e+00
4,33,5.0794e+00
4,34,4.9284e+00
4,35,4.7763e+00
4,36,4.6231e+00
4,37,4.4692e+00
4,38,4.3146e+00
4,39,4.1596e+00
4,40,4.0041e+00
4,41,3.8484e+00
4,42,3.6925e+00
4,43,3.5365e+00
4,44,3.3805e+00
4,45,3.2246e+00
4,46,3.0688e+00
4,47,2.9132e+00
4,48,2.7577e+00
4,49,2.6025e+00
4,50,2.4477e+00
4,51,2.2931e+00
4,52,2.1390e+00
4,53,1.9853e+00
4,54,1.8320e+00
4,55,1.6793e+00
4,56,1.5271e+00
4,57,1.3756e+00
4,58,1.2246e+00
4,59,1.0743e+00
4,60,9.2464e-01
4,61,7.7568e-01
4,62,6.2744e-01
4,63,4.7995e-01
4,64,3.3323e-01
4,65,1.8732e-01
4,66,4.2250e-02
4,67,-1.0194e-01
4,68,-2.4522e-01
4,69,-3.8753e-01
4,70,-5.2883e-01
4,71,-6.6909e-01
4,72,-8.0825e-01
4,73,-9.4626e-01
4,74,-1.0831e+00
4,75,-1.2187e+00
4,76,-1.3530e+00
4,77,-1.4860e+00
4,78,-1.6176e+00
4,79,-1.7479e+00
4,80,-1.8767e+00
4,81,-2.0041e+00
4,82,-2.1301e+00
4,83,-2.2545e+00
4,84,-2.3775e+00
4,85,-3.0635e+00
4,86,-2.9482e+00
4,87,-2.8312e+00
4,88,-2.7127e+00
4,89,-2.5927e+00
4,90,-2.4711e+00
4,91,-2.3480e+00
4,92,-2.2235e+00
4,93,-2.0977e+00
4,94,-1.9704e+00
4,95,-1.8419e+00
4,96,-1.7121e+00
4,97,-1.5812e+00
4,98,-1.4492e+00
4,99,-1.3161e+00
4,100,-1.1820e+00
4,101,-1.0470e+00
4,102,-9.1111e-01
4,103,-7.7444e-01
4,104,-6.3704e-01
4,105,-4.9898e-01
4,106,-3.6032e-01
4,107,-2.2109e-01
4,108,-8.1364e-02
4,109,5.8805e-02
4,110,1.9936e-01
4,111,3.4029e-01
4,112,4.8152e-01
4,113,6.2302e-01
4,114,7.6475e-01
4,115,9.0669e-01
4,116,1.0488e+00
4,117,1.1911e+00
4,118,1.3335e+00
4,119,1.4760e+00
4,120,1.6185e+00
4,121,1.7611e+00
4,122,1.9037e+00
4,123,2.0464e+00
4,124,2.1889e+00
4,125,2.3314e+00
4,126,2.4739e+00
4,127,2.6162e+00
4,128,2.7583e+00
4,129,2.9003e+00
4,130,3.0421e+00
4,131,3.1838e+00
4,132,3.3252e+00
4,133,3.4664e+00
4,134,3.6074e+00
4,135,3.7481e+00
4,136,3.8885e+00
4,137,4.0286e+00
4,138,4.1683e+00
4,139,4.3077e+00
4,140,4.4465e+00
4,141,4.5848e+00
4,142,4.7225e+00
4,143,4.8594e+00
4,144,4.9956e+00
4,145,5.1308e+00
4,146,5.2651e+00
4,147,5.3982e+00
4,148,5.5301e+00
4,149,5.6605e+00
4,150,5.7894e+00
4,151,5.9167e+00
4,152,6.0421e+00
4,153,6.1655e+00
4,154,6.2867e+00
4,155,6.4057e+00
4,156,6.5221e+00
4,157,6.6358e+00
4,158,6.7466e+00
4,159,6.8543e+00
4,160,6.9588e+00
4,161,7.0598e+00
4,162,7.1572e+00
4,163,7.2507e+00
4,164,7.3401e+00
4,165,7.4252e+00
4,166,7.5060e+00
4,167,7.5821e+00
4,168,7.6533e+00
4,169,7.7196e+00
4,170,7.7807e+00
4,171,7.8364e+00
4,172,7.8867e+00
4,173,7.9313e+00
4,174,7.9702e+00
4,175,8.0031e+00
4,176,8.0301e+00
4,177,8.0509e+00
4,178,8.0655e+00
4,179,8.0740e+00
5,0,8.0363e+00
5,1,8.0321e+00
5,2,8.0214e+00
5,3,8.0044e+00
5,4,7.9811e+00
5,5,7.9514e+00
5,6,7.9154e+00
5,7,7.8731e+00
5,8,7.8247e+00
5,9,7.7702e+00
5,10,7.7097e+00
5,11,7.6433e+00
5,12,7.5711e+00
5,13,7.4933e+00
5,14,7.4101e+00
5,15,7.3215e+00
5,16,7.2278e+00
5,17,7.1291e+00
5,18,7.0257e+00
5,19,6.9177e+00
5,20,6.8053e+00
5,21,6.6887e+00
5,22,6.5683e+00
5,23,6.4440e+00
5,24,6.3163e+00
5,25,6.1853e+00
5,26,6.0512e+00
5,27,5.9142e+00
5,28,5.7747e+00
5,29,5.6328e+00
5,30,5.4887e+00
5,31,5.3426e+00
5,32,5.1948e+00
5,33,5.0455e+00
5,34,4.8948e+00
5,35,4.7430e+00
5,36,4.5902e+00
5,37,4.4366e+00
5,38,4.2824e+00
5,39,4.1276e+00
5,40,3.9725e+00
5,41,3.8172e+00
5,42,3.6616e+00
5,43,3.5060e+00
5,44,3.3504e+00
5,45,3.1948e+00
5,46,3.0394e+00
5,47,2.8841e+00
5,48,2.7291e+00
5,49,2.5743e+00
5,50,2.4198e+00
5,51,2.2656e+00
5,52,2.1118e+00
5,53,1.9584e+00
5,54,1.8056e+00
5,55,1.6532e+00
5,56,1.5014e+00
5,57,1.3501e+00
5,58,1.1995e+00
5,59,1.0495e+00
5,60,9.0015e-01
5,61,7.5148e-01
5,62,6.0353e-01
5,63,4.5631e-01
5,64,3.0985e-01
5,65,1.6419e-01
5,66,1.9365e-02
5,67,-1.2459e-01
5,68,-2.6764e-01
5,69,-4.0974e-01
5,70,-5.5084e-01
5,71,-6.9090e-01
5,72,-8.2986e-01
5,73,-9.6769e-01
5,74,-1.1043e+00
5,75,-1.2398e+00
5,76,-1.3739e+00
5,77,-1.5068e+00
5,78,-1.6382e+00
5,79,-1.7683e+00
5,80,-1.8970e+00
5,81,-2.0243e+00
5,82,-2.1501e+00
5,83,-2.2744e+00
5,84,-2.3973e+00
5,85,-3.0826e+00
5,86,-2.9674e+00
5,87,-2.8506e+00
5,88,-2.7322e+00
5,89,-2.6122e+00
5,90,-2.4908e+00
5,91,-2.3678e+00
5,92,-2.2435e+00
5,93,-2.1177e+00
5,94,-1.9906e+00
5,95,-1.8622e+00
5,96,-1.7326e+00
5,97,-1.6019e+00
5,98,-1.4700e+00
5,99,-1.3370e+00
5,100,-1.2031e+00
5,101,-1.0683e+00
5,102,-9.3259e-01
5,103,-7.9610e-01
5,104,-6.5890e-01
5,105,-5.2103e-01
5,106,-3.8257e-01
5,107,-2.4355e-01
5,108,-1.0405e-01
5,109,3.5893e-02
5,110,1.7622e-01
5,111,3.1690e-01
5,112,4.5787e-01
5,113,5.9911e-01
5,114,7.4057e-01
5,115,8.8224e-01
5,116,1.0241e+00
5,117,1.1660e+00
5,118,1.3081e+00
5,119,1.4503e+00
5,120,1.5925e+00
5,121,1.7348e+00
5,122,1.8771e+00
5,123,2.0194e+00
5,124,2.1616e+00
5,125,2.3038e+00
5,126,2.4459e+00
5,127,2.5879e+00
5,128,2.7297e+00
5,129,2.8713e+00
5,130,3.0128e+00
5,131,3.1541e+00
5,132,3.2952e+00
5,133,3.4361e+00
5,134,3.5767e+00
5,135,3.7171e+00
5,136,3.8572e+00
5,137,3.9970e+00
5,138,4.1364e+00
5,139,4.2754e+00
5,140,4.4140e+00
5,141,4.5519e+00
5,142,4.6893e+00
5,143,4.8260e+00
5,144,4.9619e+00
5,145,5.0969e+00
5,146,5.2308e+00
5,147,5.3637e+00
5,148,5.4952e+00
5,149,5.6254e+00
5,150,5.7541e+00
5,151,5.8811e+00
5,152,6.0062e+00
5,153,6.1294e+00
5,154,6.2504e+00
5,155,6.3691e+00
5,156,6.4853e+00
5,157,6.5988e+00
5,158,6.7094e+00
5,159,6.8169e+00
5,160,6.9212e+00
5,161,7.0220e+00
5,162,7.1192e+00
5,163,7.2125e+00
5,164,7.3017e+00
5,165,7.3867e+00
5,166,7.4673e+00
5,167,7.5433e+00
5,168,7.6144e+00
5,169,7.6805e+00
5,170,7.7415e+00
5,171,7.7972e+00
5,172,7.8473e+00
5,173,7.8919e+00
5,174,7.9306e+00
5,175,7.9635e+00
5,176,7.9904e+00
5,177,8.0112e+00
5,178,8.0258e+00
5,179,8.0342e+00
6,0,7.9880e+00
6,1,7.9837e+00
6,2,7.9731e+00
6,3,7.9562e+00
6,4,7.9329e+00
6,5,7.9032e+00
6,6,7.8673e+00
6,7,7.8252e+00
6,8,7.7769e+00
6,9,7.7225e+00
6,10,7.6621e+00
6,11,7.5958e+00
6,12,7.5238e+00
6,13,7.4462e+00
6,14,7.3632e+00
6,15,7.2748e+00
6,16,7.1813e+00
6,17,7.0829e+00
6,18,6.9797e+00
6,19,6.8719e+00
6,20,6.7598e+00
6,21,6.6435e+00
6,22,6.5233e+00
6,23,6.3994e+00
6,24,6.2719e+00
6,25,6.1412e+00
6,26,6.0075e+00
6,27,5.8708e+00
6,28,5.7317e+00
6,29,5.5901e+00
6,30,5.4463e+00
6,31,5.3006e+00
6,32,5.1532e+00
6,33,5.0043e+00
6,34,4.8540e+00
6,35,4.7025e+00
6,36,4.5502e+00
6,37,4.3970e+00
6,38,4.2431e+00
6,39,4.0888e+00
6,40,3.9341e+00
6,41,3.7792e+00
6,42,3.6241e+00
6,43,3.4689e+00
6,44,3.3137e+00
6,45,3.1586e+00
6,46,3.0037e+00
6,47,2.8488e+00
6,48,2.6942e+00
6,49,2.5399e+00
6,50,2.3858e+00
6,51,2.2321e+00
6,52,2.0787e+00
6,53,1.9258e+00
6,54,1.7734e+00
6,55,1.6214e+00
6,56,1.4700e+00
6,57,1.3192e+00
6,58,1.1689e+00
6,59,1.0193e+00
6,60,8.7035e-01
6,61,7.2203e-01
6,62,5.7442e-01
